Tree,Ortho Groups,Empty-Ortho Groups,Dups,Ind. Dups
1339,2,0,28,19
1340,2,1,6,3
1341,10,5,34,19
1342,0,0,0,0
1343,1,0,7,6
1344,2,0,17,10
1345,2,0,8,7
1346,2,0,21,14
1347,4,1,9,8
1348,2,0,14,10
1349,2,1,47,23
1350,2,0,8,7
1351,1,0,4,4
1352,2,0,8,8
1353,1,1,0,0
1354,0,0,0,0
1355,1,0,4,3
1356,2,0,17,9
1357,2,0,18,12
1358,2,0,74,41
1359,1,1,0,0
1360,3,1,25,17
1361,2,0,14,13
1362,2,0,14,12
1363,1,0,9,7
1364,2,0,8,5
1365,2,0,15,10
1366,1,0,15,7
1367,2,2,0,0
1368,3,1,10,8
1369,2,0,13,9
1370,1,1,0,0
1371,2,0,8,7
1372,0,0,0,0
1373,2,0,12,11
1374,4,2,16,12
1375,2,0,8,7
1376,3,2,52,26
1377,2,0,17,12
1378,2,0,16,11
1379,3,0,23,16
1380,1,0,118,64
1381,3,1,62,29
1382,2,0,165,75
1383,2,1,7,4
1384,1,0,238,92
1385,3,0,14,11
1386,2,0,9,7
1387,2,0,23,16
1388,2,0,9,7
1389,2,1,4,4
1390,2,1,33,23
1391,2,1,4,4
1392,2,1,4,2
1393,1,0,8,5
1394,2,0,14,9
1395,3,0,14,10
1396,1,0,46,29
1397,2,0,12,10
1398,2,0,14,11
1399,3,2,10,7
1400,2,0,9,7
1401,2,0,19,11
1402,1,0,10,7
1403,2,0,22,13
1404,2,0,16,14
1405,4,3,9,6
1406,1,0,78,35
1407,2,0,10,6
1408,3,1,34,26
1409,2,0,14,9
1410,3,1,17,9
1411,1,1,0,0
1412,1,0,2,2
1413,1,0,10,5
1414,1,0,8,6
1415,2,0,21,16
1416,4,0,20,15
1417,2,0,16,11
1418,1,0,12,5
1419,1,0,2,2
1420,5,2,13,8
1421,3,2,54,17
1422,3,1,2,2
1423,1,0,31,17
1424,1,0,6,5
1425,2,0,21,18
1426,1,0,5,5
1427,1,0,6,3
1428,3,1,37,24
1429,2,0,7,6
1430,2,1,6,3
1431,1,0,21,16
1432,2,0,6,5
1433,0,0,0,0
1434,2,0,8,6
1435,3,2,3,3
1436,2,0,59,34
1437,0,0,0,0
1438,2,1,4,2
1439,1,0,6,5
1440,3,2,6,4
1441,1,0,17,8
1442,1,0,74,42
1443,4,1,33,16
1444,2,0,68,46
1445,3,0,7,6
1446,3,2,95,41
1447,2,1,9,9
1448,1,0,56,31
1449,0,0,0,0
1450,2,0,110,54
1451,4,2,14,6
1452,0,0,0,0
1453,3,1,30,24
1454,3,1,30,18
1455,2,0,8,7
1456,2,1,4,3
1457,2,1,11,6
1458,1,0,3,3
1459,0,0,0,0
1460,1,0,2,2
1461,2,0,6,4
1462,2,0,9,7
1463,3,0,18,12
1464,2,1,8,7
1465,1,0,45,23
1466,3,2,14,10
1467,0,0,0,0
1468,3,2,4,2
1469,2,1,40,14
1470,1,0,9,4
1471,2,1,2,2
1472,1,1,0,0
1473,2,0,13,10
1474,2,0,8,6
1475,2,0,17,15
1476,1,0,23,12
1477,2,0,22,17
1478,1,0,2,2
1479,1,0,87,28
1480,2,0,12,11
1481,2,0,168,68
1482,2,0,10,8
1483,3,1,5,2
1484,2,1,7,6
1485,2,0,25,11
1486,1,0,6,2
1487,0,0,0,0
1488,3,1,6,4
1489,2,0,16,10
1490,2,0,13,9
1491,1,0,1,1
1492,2,0,8,5
1493,1,0,32,18
1494,2,0,11,8
1495,2,0,9,6
1496,2,0,20,17
1497,3,1,25,12
1498,2,0,12,9
1499,2,1,2,2
1500,2,0,101,43
1501,2,0,9,6
1502,3,0,13,9
1503,3,3,0,0
1504,1,0,4,3
1505,2,0,34,25
1506,3,0,79,37
1507,3,1,11,9
1508,3,0,37,31
1509,2,0,13,11
1510,3,1,10,8
1511,1,1,0,0
1512,3,0,20,14
1513,2,0,13,9
1514,2,1,49,12
1515,3,0,103,55
1516,1,1,0,0
1517,2,0,8,8
1518,1,0,24,12
1519,2,0,12,10
1520,1,0,1,1
1521,3,1,84,41
1522,2,0,9,7
1523,3,2,4,3
1524,3,2,1,1
1525,2,0,18,16
1526,1,0,29,11
1527,2,0,6,2
1528,2,0,20,14
1529,0,0,0,0
1530,2,0,14,11
1531,1,0,31,19
1532,3,0,193,74
1533,2,1,12,6
1534,1,0,8,6
1535,0,0,0,0
1536,0,0,0,0
1537,2,0,70,31
1538,2,1,7,6
1539,1,0,8,5
1540,3,2,4,3
1541,2,0,19,13
1542,2,0,7,5
1543,2,0,8,6
1544,2,0,34,20
1545,1,1,0,0
1546,4,2,21,14
1547,1,0,104,47
1548,4,2,48,26
1549,3,0,15,11
1550,4,1,12,10
1551,2,0,12,9
1552,2,0,13,8
1553,2,0,10,8
1554,2,0,18,11
1555,3,1,28,14
1556,2,0,48,18
1557,2,0,7,5
1558,2,0,10,9
1559,0,0,0,0
1560,1,1,0,0
1561,2,0,16,12
1562,2,1,3,3
1563,2,1,7,6
1564,0,0,0,0
1565,3,0,16,11
1566,2,0,8,7
1567,2,0,15,13
1568,2,1,11,9
1569,3,0,11,9
1570,2,0,12,9
1571,1,1,0,0
1572,1,0,72,36
1573,2,0,17,11
1574,3,2,4,4
1575,2,0,16,10
1576,3,2,3,2
1577,1,1,0,0
1578,1,0,2,1
1579,1,0,11,9
1580,1,0,172,75
1581,2,1,21,15
1582,0,0,0,0
1583,3,1,14,11
1584,1,0,33,15
1585,1,1,0,0
1586,3,1,8,6
1587,2,0,8,7
1588,1,0,26,17
1589,3,1,17,9
1590,2,0,8,8
1591,2,0,27,22
1592,3,0,20,17
1593,2,0,13,11
1594,1,0,13,10
1595,2,0,27,6
1596,2,0,38,16
1597,11,6,24,12
1598,2,0,8,7
1599,2,1,16,8
1600,2,0,51,23
1601,2,1,6,4
1602,2,2,0,0
1603,5,1,13,8
1604,2,0,43,34
1605,3,1,14,9
1606,9,4,25,13
1607,2,1,44,21
1608,7,4,8,4
1609,2,0,17,14
1610,1,0,1,1
1611,2,0,13,10
1612,3,0,20,11
1613,3,0,15,11
1614,0,0,0,0
1615,2,0,17,15
1616,3,1,6,4
1617,2,1,12,9
1618,1,1,0,0
1619,2,0,21,18
1620,1,0,5,4
1621,4,1,15,11
1622,8,6,2,2
1623,0,0,0,0
1624,2,0,11,9
1625,1,0,4,2
1626,1,0,2,2
1627,2,1,3,2
1628,3,1,10,8
1629,2,0,13,9
1630,1,0,6,5
1631,1,0,9,6
1632,4,1,9,7
1633,1,0,1,1
1634,2,0,14,9
1635,2,0,16,9
1636,1,0,4,3
1637,2,0,26,18
1638,1,0,3,2
1639,9,1,116,52
1640,1,0,15,10
1641,2,0,14,11
1642,2,0,14,9
1643,4,2,7,4
1644,2,1,5,3
1645,4,2,14,11
1646,12,7,17,7
1647,0,0,0,0
1648,3,1,5,4
1649,0,0,0,0
1650,2,0,14,12
1651,3,2,3,3
1652,2,1,6,5
1653,2,0,14,12
1654,1,0,196,81
1655,2,2,0,0
1656,3,0,45,17
1657,1,0,8,6
1658,3,1,8,6
1659,3,1,7,5
1660,2,0,18,11
1661,3,2,15,13
1662,2,0,93,53
1663,3,2,5,3
1664,3,0,115,50
1665,0,0,0,0
1666,3,1,12,7
1667,2,1,1,1
1668,2,0,6,6
1669,4,1,9,7
1670,5,5,0,0
1671,2,0,31,17
1672,3,1,10,8
1673,5,4,33,13
1674,1,0,4,4
1675,5,2,40,16
1676,2,0,9,6
1677,0,0,0,0
1678,2,1,6,4
1679,2,1,5,4
1680,1,1,0,0
1681,2,0,10,7
1682,2,0,6,6
1683,2,0,13,10
1684,1,0,107,47
1685,1,0,3,2
1686,7,1,85,29
1687,1,0,129,68
1688,2,0,6,5
1689,2,0,33,24
1690,2,0,12,10
1691,0,0,0,0
1692,2,0,17,11
1693,1,0,48,24
1694,0,0,0,0
1695,2,0,68,51
1696,2,0,10,6
1697,1,0,78,44
1698,1,0,3,2
1699,2,0,25,19
1700,1,0,70,52
1701,1,0,8,6
1702,3,1,53,31
1703,3,0,5,4
1704,1,0,4,3
1705,2,0,14,10
1706,0,0,0,0
1707,1,0,98,47
1708,1,1,0,0
1709,2,0,11,9
1710,3,2,4,4
1711,1,0,10,8
1712,2,0,109,42
1713,2,0,16,12
1714,3,1,28,15
1715,0,0,0,0
1716,2,0,19,8
1717,4,2,28,23
1718,1,0,7,6
1719,0,0,0,0
1720,3,0,11,8
1721,3,1,8,5
1722,1,0,50,28
1723,1,0,19,13
1724,2,0,18,11
1725,1,0,6,4
1726,2,0,12,12
1727,5,1,20,11
1728,2,0,11,11
1729,2,1,7,6
1730,1,0,9,7
1731,5,2,19,7
1732,0,0,0,0
1733,2,0,10,7
1734,2,0,64,34
1735,1,0,80,41
1736,2,0,109,53
1737,0,0,0,0
1738,3,0,25,12
1739,2,2,0,0
1740,1,0,61,46
1741,2,1,12,6
1742,4,4,0,0
1743,1,1,0,0
1744,2,0,7,6
1745,2,0,3,3
1746,2,1,3,2
1747,2,2,0,0
1748,1,0,57,26
1749,2,1,4,3
1750,3,0,36,17
1751,2,0,17,13
1752,2,1,8,6
1753,2,2,0,0
1754,2,0,15,10
1755,1,0,4,3
1756,2,0,7,6
1757,1,0,35,20
1758,5,4,8,7
1759,1,0,29,17
1760,1,0,13,7
1761,1,0,2,2
1762,3,0,76,39
1763,1,0,38,23
1764,2,1,50,27
1765,4,2,8,8
1766,3,1,17,11
1767,1,0,42,20
1768,2,0,14,9
1769,0,0,0,0
1770,5,3,16,10
1771,1,0,82,43
1772,2,2,0,0
1773,2,0,35,17
1774,2,0,10,7
1775,1,0,3,2
1776,0,0,0,0
1777,1,0,37,16
1778,3,1,4,4
1779,2,2,0,0
1780,2,0,6,4
1781,3,1,13,10
1782,2,0,11,8
1783,2,0,9,6
1784,1,1,0,0
1785,2,0,16,14
1786,2,1,13,9
1787,1,1,0,0
1788,0,0,0,0
1789,2,0,24,17
1790,0,0,0,0
1791,1,0,9,6
1792,1,0,54,26
1793,2,0,17,14
1794,2,0,15,13
1795,1,0,9,8
1796,2,0,15,10
1797,1,0,15,11
1798,3,0,17,13
1799,2,1,1,1
1800,8,4,9,8
1801,2,0,19,11
1802,3,2,4,4
1803,3,0,17,10
1804,1,0,42,20
1805,1,1,0,0
1806,2,0,29,21
1807,1,0,66,39
1808,2,1,4,2
1809,1,0,183,76
1810,1,0,34,20
1811,3,0,18,12
1812,1,0,45,26
1813,1,1,0,0
1814,2,0,18,15
1815,2,1,6,4
1816,2,1,40,21
1817,2,1,42,18
1818,3,2,9,6
1819,1,0,2,2
1820,2,0,23,17
1821,1,0,55,29
1822,1,0,9,7
1823,1,0,5,4
1824,2,2,0,0
1825,2,0,3,3
1826,0,0,0,0
1827,1,0,27,18
1828,1,0,68,35
1829,1,0,30,21
1830,2,1,32,20
1831,1,0,2,2
1832,4,3,1,1
1833,1,0,145,66
1834,3,0,11,6
1835,2,0,13,8
1836,1,0,4,3
1837,1,0,44,26
1838,2,0,36,23
1839,2,1,26,21
1840,1,0,30,17
1841,1,0,4,3
1842,2,2,0,0
1843,2,0,7,7
1844,0,0,0,0
1845,3,2,1,1
1846,2,0,20,13
1847,0,0,0,0
1848,1,0,83,34
1849,1,0,14,10
1850,2,0,45,26
1851,3,2,6,4
1852,2,0,15,6
1853,1,0,22,15
1854,2,1,5,4
1855,1,0,2,1
1856,2,0,20,12
1857,2,1,48,28
1858,1,0,122,56
1859,2,0,47,18
1860,2,0,6,6
1861,1,0,40,22
1862,2,0,41,18
1863,3,1,12,6
1864,1,0,12,9
1865,2,0,16,8
1866,1,0,3,3
1867,1,1,0,0
1868,0,0,0,0
1869,1,0,1,1
1870,2,1,1,1
1871,2,0,4,2
1872,1,0,120,58
1873,2,0,56,47
1874,0,0,0,0
1875,0,0,0,0
1876,3,1,9,6
1877,2,1,2,1
1878,1,0,28,16
1879,0,0,0,0
1880,1,1,0,0
1881,2,0,26,18
1882,1,0,13,9
1883,0,0,0,0
1884,1,0,136,63
1885,2,0,8,8
1886,2,1,1,1
1887,1,0,13,8
1888,0,0,0,0
1889,1,0,5,3
1890,3,1,15,14
1891,1,1,0,0
1892,2,0,18,12
1893,1,0,62,33
1894,2,0,17,14
1895,2,1,4,3
1896,1,1,0,0
1897,2,0,14,8
1898,1,0,11,8
1899,5,1,26,14
1900,2,1,5,3
1901,2,1,7,5
1902,2,0,16,11
1903,1,0,119,55
1904,2,0,23,17
1905,1,0,4,3
1906,2,0,20,17
1907,1,0,1,1
1908,2,0,17,11
1909,2,0,17,9
1910,3,1,8,6
1911,1,0,23,17
1912,2,1,1,1
1913,1,1,0,0
1914,3,1,23,20
1915,2,0,20,13
1916,2,0,14,10
1917,2,0,4,4
1918,5,4,39,27
1919,3,3,0,0
1920,2,1,6,4
1921,3,2,2,2
1922,2,0,36,27
1923,2,0,16,14
1924,0,0,0,0
1925,1,0,10,8
1926,2,0,16,10
1927,0,0,0,0
1928,0,0,0,0
1929,1,0,1,1
1930,2,1,29,21
1931,2,0,14,12
1932,3,2,1,1
1933,2,1,1,1
1934,1,0,37,17
1935,1,0,38,18
1936,4,2,6,4
1937,0,0,0,0
1938,1,0,38,19
1939,1,1,0,0
1940,2,0,11,6
1941,2,2,0,0
1942,2,0,7,5
1943,1,0,1,1
1944,1,0,2,2
1945,1,0,48,30
1946,1,1,0,0
1947,1,0,2,2
1948,1,0,18,11
1949,2,0,17,11
1950,7,4,11,8
1951,2,0,26,13
1952,2,1,26,15
1953,2,0,55,28
1954,2,0,43,33
1955,2,0,8,3
1956,1,0,3,2
1957,0,0,0,0
1958,2,0,18,12
1959,2,0,14,10
1960,4,2,3,3
1961,5,2,6,6
1962,1,0,28,20
1963,1,1,0,0
1964,0,0,0,0
1965,1,0,6,6
1966,4,2,6,4
1967,2,0,29,19
1968,2,1,4,3
1969,1,0,41,25
1970,2,0,28,13
1971,1,0,12,11
1972,3,1,2,2
1973,2,1,10,7
1974,3,0,13,10
1975,2,0,15,8
1976,4,2,34,17
1977,1,0,5,3
1978,0,0,0,0
1979,4,3,11,5
1980,1,0,44,29
1981,2,0,5,5
1982,4,3,2,2
1983,1,0,5,3
1984,2,0,23,13
1985,1,1,0,0
1986,0,0,0,0
1987,2,0,21,17
1988,2,1,11,8
1989,1,0,1,1
1990,0,0,0,0
1991,1,0,6,2
1992,2,1,45,31
1993,1,1,0,0
1994,0,0,0,0
1995,0,0,0,0
1996,2,0,15,10
1997,4,2,23,20
1998,2,2,0,0
1999,0,0,0,0
2000,1,1,0,0
2001,2,0,11,9
2002,2,0,6,4
2003,0,0,0,0
2004,2,0,30,23
2005,1,0,13,10
2006,2,0,24,18
2007,2,0,17,13
2008,1,0,22,16
2009,1,0,18,8
2010,5,2,46,22
2011,0,0,0,0
2012,0,0,0,0
2013,1,0,8,6
2014,0,0,0,0
2015,1,0,4,3
2016,1,0,1,1
2017,2,0,13,10
2018,2,1,3,2
2019,3,2,1,1
2020,1,0,17,11
2021,2,2,0,0
2022,0,0,0,0
2023,2,1,15,6
2024,1,0,11,7
2025,3,1,5,4
2026,1,0,22,12
2027,2,0,10,7
2028,3,1,56,29
2029,2,0,5,5
2030,2,1,1,1
2031,0,0,0,0
2032,2,1,16,9
2033,1,0,18,11
2034,7,0,156,59
2035,2,1,20,15
2036,2,2,0,0
2037,0,0,0,0
2038,2,1,5,4
2039,0,0,0,0
2040,1,0,42,19
2041,6,4,3,2
2042,8,6,4,2
2043,0,0,0,0
2044,1,1,0,0
2045,1,0,8,6
2046,2,0,15,11
2047,2,0,11,9
2048,0,0,0,0
2049,1,1,0,0
2050,4,2,4,3
2051,1,1,0,0
2052,4,2,20,8
2053,1,0,87,39
2054,2,0,23,18
2055,1,0,2,2
2056,1,0,5,4
2057,1,0,60,31
2058,2,0,20,11
2059,1,0,22,10
2060,1,1,0,0
2061,2,1,26,14
2062,0,0,0,0
2063,1,1,0,0
2064,0,0,0,0
2065,10,5,15,9
2066,2,0,14,9
2067,3,2,5,2
2068,2,0,30,20
2069,2,0,14,10
2070,3,0,34,20
2071,1,0,21,12
2072,2,1,14,11
2073,1,0,27,15
2074,0,0,0,0
2075,4,1,27,10
2076,3,1,2,2
2077,2,1,25,13
2078,1,0,29,14
2079,2,2,0,0
2080,1,0,48,19
2081,0,0,0,0
2082,1,0,6,5
2083,1,0,17,10
2084,2,0,32,18
2085,1,1,0,0
2086,0,0,0,0
2087,2,0,10,9
2088,1,0,4,2
2089,1,0,1,1
2090,3,0,25,18
2091,2,0,10,8
2092,0,0,0,0
2093,1,1,0,0
2094,1,0,36,22
2095,2,0,107,55
2096,2,2,0,0
2097,0,0,0,0
2098,0,0,0,0
2099,1,0,1,1
2100,2,2,0,0
2101,0,0,0,0
2102,1,0,25,20
2103,2,0,17,12
2104,1,0,3,3
2105,0,0,0,0
2106,1,0,3,2
2107,0,0,0,0
2108,2,1,12,7
2109,0,0,0,0
2110,2,0,13,12
2111,1,0,29,20
2112,2,0,11,9
2113,2,0,30,14
2114,1,0,68,27
2115,0,0,0,0
2116,1,0,17,13
2117,0,0,0,0
2118,2,0,37,27
2119,1,0,6,4
2120,2,2,0,0
2121,1,0,33,17
2122,1,0,19,9
2123,0,0,0,0
2124,2,0,22,14
2125,1,0,86,53
2126,0,0,0,0
2127,2,0,35,19
2128,2,0,32,17
2129,1,0,10,7
2130,2,1,5,4
2131,1,0,4,3
2132,2,0,13,12
2133,0,0,0,0
2134,4,2,13,10
2135,2,1,2,1
2136,0,0,0,0
2137,2,1,6,5
2138,1,0,32,16
2139,1,1,0,0
2140,1,0,10,7
2141,0,0,0,0
2142,1,0,11,8
2143,2,0,13,8
2144,1,0,2,2
2145,3,0,19,14
2146,1,0,2,1
2147,3,1,4,2
2148,1,0,74,33
2149,2,0,33,25
2150,2,1,16,11
2151,3,0,15,10
2152,2,2,0,0
2153,2,2,0,0
2154,3,1,17,6
2155,2,2,0,0
2156,3,2,1,1
2157,2,1,2,1
2158,4,3,11,9
2159,1,0,22,14
2160,1,0,9,5
2161,3,1,19,12
2162,4,4,0,0
2163,2,1,76,39
2164,1,1,0,0
2165,1,0,38,22
2166,2,0,8,7
2167,1,0,48,32
2168,1,0,26,14
2169,1,0,21,14
2170,2,1,11,6
2171,1,0,51,36
2172,0,0,0,0
2173,1,0,26,13
2174,0,0,0,0
2175,3,3,0,0
2176,2,0,8,7
2177,1,0,31,18
2178,2,0,5,4
2179,2,1,1,1
2180,2,0,10,9
2181,1,0,14,8
2182,0,0,0,0
2183,1,0,23,16
2184,2,0,13,9
2185,3,1,15,12
2186,1,0,7,6
2187,1,0,1,1
2188,1,0,35,18
2189,1,0,15,9
2190,1,0,1,1
2191,0,0,0,0
2192,3,2,26,11
2193,1,1,0,0
2194,2,0,21,13
2195,3,1,3,3
2196,1,0,11,7
2197,2,0,20,11
2198,1,0,25,14
2199,1,0,13,9
2200,1,0,4,3
2201,2,1,59,32
2202,3,2,10,6
2203,2,0,54,30
2204,5,4,2,2
2205,3,0,57,26
2206,1,0,3,3
2207,2,0,40,21
2208,0,0,0,0
2209,3,2,2,2
2210,0,0,0,0
2211,0,0,0,0
2212,3,2,2,1
2213,1,0,40,27
2214,1,0,8,7
2215,5,2,36,17
2216,1,0,24,15
2217,1,0,7,5
2218,1,0,10,8
2219,2,0,22,13
2220,1,0,25,18
2221,2,0,9,8
2222,1,0,1,1
2223,2,1,44,26
2224,1,0,13,11
2225,2,1,4,4
2226,1,0,17,13
2227,0,0,0,0
2228,2,1,7,4
2229,2,0,73,57
2230,1,0,23,14
2231,2,0,4,4
2232,1,0,2,1
2233,1,0,10,7
2234,1,0,1,1
2235,1,0,240,75
2236,1,1,0,0
2237,1,0,34,19
2238,1,0,19,9
2239,1,0,15,10
2240,1,0,28,17
2241,0,0,0,0
2242,1,0,42,31
2243,1,0,26,19
2244,2,0,14,10
2245,1,0,33,26
2246,1,0,38,21
2247,1,0,32,13
2248,4,1,10,7
2249,4,2,10,6
2250,1,0,14,10
2251,2,0,8,4
2252,0,0,0,0
2253,1,0,68,56
2254,1,1,0,0
2255,2,0,21,14
2256,1,0,26,16
2257,3,2,1,1
2258,1,1,0,0
2259,0,0,0,0
2260,2,1,18,12
2261,0,0,0,0
2262,3,2,9,5
2263,1,1,0,0
2264,1,1,0,0
2265,1,1,0,0
2266,3,1,11,8
2267,2,2,0,0
2268,1,0,20,8
2269,1,0,6,5
2270,0,0,0,0
2271,2,1,4,4
2272,1,0,4,4
2273,2,0,19,13
2274,2,0,10,7
2275,2,1,1,1
2276,1,0,20,14
2277,1,1,0,0
2278,0,0,0,0
2279,8,3,30,16
2280,0,0,0,0
2281,0,0,0,0
2282,2,1,30,13
2283,2,0,5,5
2284,1,0,52,25
2285,1,0,16,8
2286,2,0,138,51
2287,1,0,1,1
2288,1,0,1,1
2289,1,0,25,17
2290,1,0,21,10
2291,2,1,3,2
2292,2,0,30,18
2293,1,0,18,9
2294,2,1,3,2
2295,2,2,0,0
2296,2,0,10,7
2297,0,0,0,0
2298,1,0,37,24
2299,2,0,18,13
2300,1,0,22,15
2301,3,2,9,5
2302,0,0,0,0
2303,0,0,0,0
2304,1,0,14,9
2305,1,0,19,9
2306,1,0,30,18
2307,1,0,10,7
2308,0,0,0,0
2309,1,0,24,15
2310,1,0,18,13
2311,2,2,0,0
2312,1,0,18,10
2313,2,0,3,2
2314,2,0,38,18
2315,1,0,4,4
2316,2,0,18,11
2317,3,3,0,0
2318,1,0,20,13
2319,1,0,138,69
2320,1,0,5,3
2321,0,0,0,0
2322,2,0,14,10
2323,0,0,0,0
2324,2,2,0,0
2325,2,0,21,11
2326,2,1,25,16
2327,1,1,0,0
2328,1,0,111,49
2329,2,0,23,11
2330,1,0,3,2
2331,0,0,0,0
2332,0,0,0,0
2333,1,0,17,10
2334,1,0,10,7
2335,1,0,16,11
2336,1,0,12,7
2337,3,0,23,9
2338,1,0,37,17
2339,1,0,19,10
2340,0,0,0,0
2341,1,0,1,1
2342,1,1,0,0
2343,1,0,24,16
2344,1,0,15,11
2345,1,0,42,36
2346,2,0,12,8
2347,1,0,18,12
2348,1,1,0,0
2349,1,0,15,11
2350,2,0,7,4
2351,1,0,10,7
2352,2,1,1,1
2353,1,0,16,10
2354,1,0,24,16
2355,1,0,26,17
2356,1,0,1,1
2357,2,0,14,8
2358,2,2,0,0
2359,1,0,49,20
2360,2,0,20,10
2361,1,0,22,13
2362,1,0,20,12
2363,1,1,0,0
2364,1,0,1,1
2365,2,1,2,1
2366,3,2,17,11
2367,1,1,0,0
2368,1,0,12,9
2369,1,0,4,4
2370,1,0,34,20
2371,1,0,30,15
2372,1,0,13,10
2373,0,0,0,0
2374,2,1,13,6
2375,1,0,16,14
2376,1,0,8,6
2377,2,1,11,10
2378,1,0,21,10
2379,2,0,2,2
2380,2,0,22,14
2381,3,2,1,1
2382,0,0,0,0
2383,2,1,3,3
2384,1,0,30,12
2385,1,0,9,6
2386,1,0,1,1
2387,1,0,34,19
2388,1,0,12,7
2389,2,1,2,2
2390,3,1,15,11
2391,1,0,8,7
2392,2,0,18,11
2393,1,0,8,6
2394,1,1,0,0
2395,1,0,2,2
2396,1,0,14,9
2397,2,1,16,10
2398,1,1,0,0
2399,2,1,19,14
2400,1,0,17,11
2401,1,0,57,29
2402,3,1,23,16
2403,1,1,0,0
2404,0,0,0,0
2405,1,0,16,10
2406,2,0,5,4
2407,1,0,8,4
2408,2,0,10,8
2409,0,0,0,0
2410,2,1,20,14
2411,0,0,0,0
2412,1,0,26,16
2413,2,0,17,13
2414,1,0,29,15
2415,2,0,21,16
2416,1,0,22,17
2417,1,0,2,1
2418,0,0,0,0
2419,1,0,16,9
2420,1,0,15,12
2421,2,2,0,0
2422,2,1,2,2
2423,0,0,0,0
2424,1,0,7,4
2425,4,1,27,17
2426,2,0,153,61
2427,1,0,2,2
2428,1,0,36,18
2429,1,0,19,11
2430,0,0,0,0
2431,3,1,31,12
2432,1,1,0,0
2433,1,0,2,2
2434,1,0,7,6
2435,2,0,4,3
2436,1,0,16,10
2437,1,0,14,8
2438,2,0,12,7
2439,0,0,0,0
2440,4,3,2,2
2441,2,2,0,0
2442,1,0,1,1
2443,1,0,6,4
2444,1,1,0,0
2445,1,0,16,11
2446,3,3,0,0
2447,1,1,0,0
2448,2,0,13,11
2449,1,1,0,0
2450,1,0,1,1
2451,1,0,14,9
2452,1,0,25,14
2453,0,0,0,0
2454,2,0,14,11
2455,2,1,4,3
2456,2,1,11,5
2457,2,0,18,7
2458,0,0,0,0
2459,1,0,54,30
2460,1,1,0,0
2461,35,13,46,28
2462,1,0,1,1
2463,2,1,1,1
2464,3,1,13,8
2465,0,0,0,0
2466,1,1,0,0
2467,1,0,13,11
2468,2,2,0,0
2469,1,0,17,11
2470,1,0,92,44
2471,1,0,22,11
2472,1,0,12,10
2473,2,1,9,7
2474,2,1,4,3
2475,0,0,0,0
2476,1,0,6,5
2477,2,0,17,14
2478,1,0,15,9
2479,2,1,5,5
2480,1,0,10,8
2481,1,1,0,0
2482,1,0,64,32
2483,0,0,0,0
2484,3,1,3,2
2485,2,1,10,9
2486,1,0,78,31
2487,0,0,0,0
2488,1,0,2,1
2489,0,0,0,0
2490,1,0,14,10
2491,1,0,19,12
2492,2,0,7,5
2493,2,1,5,2
2494,2,0,23,18
2495,1,0,23,14
2496,1,0,25,15
2497,1,0,16,12
2498,1,0,2,1
2499,1,0,22,13
2500,4,1,15,11
2501,0,0,0,0
2502,2,1,11,8
2503,1,0,63,37
2504,1,0,28,18
2505,1,1,0,0
2506,2,2,0,0
2507,1,0,13,8
2508,1,0,7,6
2509,0,0,0,0
2510,1,0,2,2
2511,1,0,31,22
2512,1,1,0,0
2513,1,0,48,31
2514,2,0,10,6
2515,1,1,0,0
2516,1,0,17,13
2517,0,0,0,0
2518,1,0,9,6
2519,0,0,0,0
2520,0,0,0,0
2521,1,1,0,0
2522,1,0,43,25
2523,1,1,0,0
2524,1,1,0,0
2525,1,0,29,13
2526,2,1,1,1
2527,2,1,2,1
2528,1,0,16,10
2529,1,1,0,0
2530,0,0,0,0
2531,1,0,19,10
2532,2,1,12,8
2533,1,0,10,7
2534,2,0,20,9
2535,2,0,10,7
2536,2,1,15,11
2537,1,0,21,17
2538,1,1,0,0
2539,2,0,9,8
2540,2,1,15,8
2541,0,0,0,0
2542,1,0,6,5
2543,2,0,11,10
2544,0,0,0,0
2545,2,0,20,15
2546,0,0,0,0
2547,0,0,0,0
2548,1,0,13,8
2549,1,0,1,1
2550,2,1,8,6
2551,1,0,17,9
2552,2,1,17,8
2553,1,1,0,0
2554,0,0,0,0
2555,1,0,10,9
2556,1,0,8,8
2557,1,1,0,0
2558,2,1,36,22
2559,0,0,0,0
2560,2,1,10,5
2561,1,0,14,9
2562,1,0,18,13
2563,0,0,0,0
2564,1,1,0,0
2565,3,1,7,5
2566,1,0,9,9
2567,1,0,1,1
2568,3,2,3,2
2569,1,0,3,2
2570,0,0,0,0
2571,2,0,11,10
2572,1,0,3,2
2573,4,3,3,1
2574,1,0,34,25
2575,2,1,1,1
2576,1,0,20,13
2577,2,2,0,0
2578,0,0,0,0
2579,0,0,0,0
2580,1,0,8,5
2581,2,0,22,11
2582,1,0,14,8
2583,1,0,13,8
2584,6,6,0,0
2585,2,1,3,2
2586,3,2,9,6
2587,1,0,17,9
2588,2,2,0,0
2589,3,1,7,6
2590,1,0,8,7
2591,1,0,14,8
2592,1,0,15,10
2593,1,0,16,9
2594,1,0,23,15
2595,1,0,21,17
2596,0,0,0,0
2597,1,0,11,7
2598,1,0,17,9
2599,1,0,14,8
2600,0,0,0,0
2601,2,1,13,8
2602,2,0,4,4
2603,0,0,0,0
2604,0,0,0,0
2605,0,0,0,0
2606,1,0,15,10
2607,2,2,0,0
